id,unit,name,start,end,agency,acres,cause
MMU-10475,Madera,26 Fire,2003-06-23,6/23/2003,CDF,700,Undetermined
TGU-003554,Tehama,Nature,2003-06-23,6/23/2003,CDF,610,Undetermined
BTU-006701,Butte,Hwy 70,2003-06-24,6/24/2003,Local,368,Vehicle
RRU-48718,Riverside,Sawmill,2003-06-26,7/1/2003,CC,536,n/a
TUU-6501,Kern,Kern #8 (Martinez #2),2003-06-26,6/27/2003,CDF,329,n/a
TUU-6588,Tulare,Chimney,2003-06-28,6/29/2003,BIA,565,n/a
TUU-76655,Kern,Tejon,2003-06-29,6/29/2005,CC,1155,n/a
LNU-04073,Yolo,Capay,2003-06-29,6/29/2003,CDF,400,Smoking
HUU-2762,Humboldt,Friday,2003-06-29,6/30/2003,USFS,389,n/a
MMU-01108,Merced,I-5,2003-06-30,6/30/2003,CDF,1000,Campfire
LNU-004146,Lake,Forty,2003-07-01,7/1/2003,CDF,300,Arson
LMU-001784,Lassen,A-3,2003-07-02,7/2/2003,CDF,1100,Vehicle
BEU-002241,San Benito,Dain,2003-07-02,7/2/2003,CDF,500,Equip. Use
BEU-002235,San Benito,Hwy 25,2003-07-02,7/2/2003,Local,360,Vehicle
RRU-050488,Riverside,State Fire,2003-07-03,7/3/2003,CDF,855,Smoking
MMU-00112,Mariposa,Hunter #9,2003-07-03,7/4/2003,CDF,641,Equip. Use
RRU-50865,Riverside,Stage,2003-07-04,7/4/2003,CDF,1700,Vehicle
TUU-7195,Kern,Kern #10 (Pump),2003-07-07,7/7/2003,CC,747,Equip. Use
TUU-007233,Tulare,Frazier,2003-07-08,7/7/2003,CDF,699,Equipment
MMU-11745,Mariposa,YNP #1734 (Woodlot),2003-07-08,7/11/2003,NPS,458,Undetermined
MMU-11727,Madera,North Fork,2003-07-08,7/10/2003,CDF,360,Vehicle
TCU-4908,Stanislaus,CoopersTown #2,2003-07-12,7/12/2003,CDF,396,Equip. Use
TUU-7429,Tulare,Castle,2003-07-12,7/12/2003,CDF,320,Arson
TCU-004924,Stanislaus,Greig,2003-07-13,7/13/2003,CDF,420,Vehicle
TUU-7593,Kern,Kern #14 (Hillside),2003-07-15,7/16/2003,CC,835,Equip. Use
MVU-5044,San Diego,Coyote,2003-07-16,7/26/2003,CDF,18705,Lightning
MMU-12479,Merced,Grant,2003-07-18,7/18/2003,Local,500,Undetermined
NEU-10647,Nevada,TNF (Chilcoot Comple,2003-07-20,7/23/2003,USFS,5693,Lightning
SCU-2846,Stanislaus,Del Puerto,2003-07-20,7/22/2003,CDF,5170,Lightning
TCU-417,Tuolumne,STF #8 (Mountain Co,2003-07-20,10/3/2003,USFS,3747,Lightning
TUU-7804,Kern,Grapevine Kern #15,2003-07-20,7/20/2003,CC,1830,Undetermined
SLU-5133,San Luis Obispo,Parkhill,2003-07-20,7/22/2003,CDF,1200,Vehicle
LMU_2117,Lassen,BLM U575 (Ram),2003-07-20,7/21/2003,BLM,375,Lightning
LMU-2135,Lassen,BLM-U580/Smoke,2003-07-21,7/25/2003,BLM,8010,Lightning
RRU-56005,Riverside,Local,2003-07-22,7/22/2003,Local,2020,Undetermined
LMU-2170,Lassen,Shinn BLM 590,2003-07-22,7/22/2003,BLM,950,Lightning
TUU-7957,Kern,Basin,2003-07-23,7/25/2003,CC,1002,n/a
RRU-056869,Riverside,Canyon,2003-07-25,7/27/2003,CDF,4336,Arson
MMU-13006,Madera,River,2003-07-25,7/25/2003,Local,300,Undetermined
TUU-8510,Kern,Little Kern (China),2003-07-30,8/3/2003,USFS,509,Lightning
SQF-002423,Tulare,TIA 2415 ( Cooney),2003-07-31,8/27/2003,USFS,1928,Lightning
LMU-2449,Modoc,BLM U 643 (Barber),2003-07-31,8/1/2003,BLM,1330,Lightning
SCU-3140,Stanislaus,Hoover,2003-08-04,8/4/2003,CDF,2000,Lightning
SLU-5785,San Luis Obispo,Chimney Incident,2003-08-10,8/11/2003,CDF,1500,Vehicle
RRU-63401,Riverside,Locust,2003-08-18,8/20/2003,CDF,1898,Rekindle
RRU-063409,Riverside,Local/Highway,2003-08-18,8/18/2003,Local,300,Arson
SCU-003460,Santa Clara,Plus,2003-08-20,8/20/2003,Local,500,Equipment
BDU-8826,Los Angeles,Alamos,2003-08-23,8/24/2003,USFS,300,Undetermined
SCU-003581,Santa Clara,Santa Clara Complex,2003-08-25,9/2/2003,CDF,30170,Lightning
TCU-006447,Tuolumne,Lightning 23,2003-08-26,8/26/2003,CDF,800,Lightning
MMU-15304,Mariposa,White Rock,2003-08-26,8/26/2003,CDF,640,Lightning
SCU-003566,Contra Costa,Pittsburg,2003-08-26,8/26/2003,CDF,300,Lightning
TUU-009571,Tulare,Smith,2003-08-27,8/27/2003,Local,320,Vehicle
NEU-13290,Placer,TNF 1993 (Cod Comp,2003-09-01,9/1/2003,USFS,830,Lightning
BDU-10212,Mono,Assist (Dexter),2003-09-02,9/2/2003,USFS,2515,Lightning
HUU-004501,"Humboldt
Glenn",Canoe,2003-09-03,10/15/2003,CDF,24882,Lightning
HUU-004435,Humboldt,Lightning Honeydew 4,2003-09-03,9/3/2003,CDF,13846,Lightning
TGU-5497,Glenn,MNF Assist (Grindsto,2003-09-03,9/3/2003,USFS,8019,Lightning
LNU-7125,Lake,MNF-964 Asst / Smok,2003-09-03,9/10/2003,USFS,3500,Lightning
LNU-6629,Yolo,40,2003-09-03,9/3/2003,CDF,1400,Arson
TGU-5488,,,2003-09-03,9/4/2003,CDF,400,Lightning
LNU-6644,Lake,SITES,2003-09-03,9/4/2003,CDF,390,Lightning
SHU-9940,Trinity,SHF Assist (Loma),2003-09-14,9/22/2003,USFS,3074,n/a
NEU-14547,Placer,Sierra (Rocklin Assis,2003-09-18,9/18/2003,LOCAL,594,Under Invest.
NEU-14547,Placer,Sierra (Rocklin Assis,2003-09-18,9/18/2003,LOCAL,594,Under Invest.
TUU-10986,Tulare,NPS #6 Paradise,2003-09-27,10/19/2003,NPS,1298,Lightning
TGU-6202,Tehama,MNF Assist (Spanish),2003-09-28,10/2/2003,USFS,6050,n/a
BDU-10299,San Bernardino,Gorman,2003-09-28,9/29/2003,CDF,300,Undetermined
BDU-10456,San Bernardino,Lytle,2003-10-01,10/1/2003,USFS,903,n/a
BDU-11262,San Bernardino,Grand Prix,2003-10-21,11/5/2003,CDF,66894,Undetermined
MVU-7975,San Diego,Assist 68 (Roblar 2),2003-10-21,10/27/2003,MIL,8592,n/a
RRU-81407,Riverside,Pass,2003-10-21,10/23/2003,CDF,2397,Arson
SLU-7808,Ventura,Piru,2003-10-23,11/14/2003,CC,63991,n/a
BDU-14164,Los Angeles,Assist Verdale,2003-10-24,10/24/2003,CC,8650,n/a
MVU-8126,San Diego,Cedar,2003-10-25,11/4/2003,USFS,273246,Human
SLU-7886,Ventura,Simi,2003-10-25,11/3/2003,CC,108204,n/a
MVU-008143,San Diego,Paradise,2003-10-26,11/6/2003,CDF,56700,Equip. Use
MVU-8151,San Diego,Mine,2003-10-26,10/28/2003,CDF,46000,Arson
RRU-082809,Riverside,Mountain,2003-10-26,10/29/2003,CDF,10000,Equip. Use
HUU-5720,Humboldt,Tuk,2003-10-26,10/30/2003,NPS,315,N/A
SHU-11176,Shasta,Whitmore,2003-10-27,10/30/2003,CDF,1200,Undetermined
MEU-9436,Mendocino,Pine,2003-11-26,11/28/2003,CDF,1200,Escape
LMU-4234,Modoc,Sand,2003-11-28,11/29/2003,USFS,300,Escape
BDF-3917,SAN BERNARDINO,UPPER SANTA ANA,2004-03-25,3/26/2004,USFS,350,ESCAPE
SHF-000443,TEHAMA,SHF ASSIST (HAMILTON),2004-04-09,4/12/2004,USFS,301,HUMAN
RRU-032913,RIVERSIDE,PLEASURE FIRE,2004-04-25,4/26/2004,CDF,2464,VEHICLE
RRU-35190,RIVERSIDE,EAGLE,2004-05-02,5/7/2004,CDF,8831,UNDETERMINED
MVU-003337,SAN DIEGO,ASSIST #31 (INDIA FIRE),2004-05-02,5/3/2004,MIL.,2040,UI
RRU-35197,RIVERSIDE,GAFFORD,2004-05-02,5/3/2004,CDF,450,UNDETERMINED
RRU-035517,RIVERSIDE,CERRITO FIRE 681,2004-05-03,5/7/2004,CDF,16460,UNDETERMINED
SLU-3169,SANTA BARBARA,ASSIST #6 (CACHUMA),2004-05-03,5/7/2004,LOC,1127,UI
RRU-35567,RIVERSIDE,SCHOOL INC.,2004-05-03,5/3/2004,CDF,377,DEBRIS
TUU-004886,TULARE,FRAZIER,2004-05-07,5/7/2004,CDF,750,EQUIP. USE
RRU-38418,RIVERSIDE,COTTONWOOD,2004-05-12,5/15/2004,CDF,1845,CAMPFIRE
CA-PNF-379,PLUMAS,COTTONWOOD,2004-05-18,5/18/2004,USFS,560,HUMAN
TUU-005509,TULARE,STAGE,2004-05-21,5/21/2004,CDF,313,POWERLINE
MMU-8972,MERCED,BASALT,2004-05-21,5/21/2004,CDF,300,EQUIP. USE
NEU-009119,YUBA,BEALE,2004-06-03,6/3/2004,CDF,300,POWERLINE
SCU-003038,SANTA CLARA,PRIDMORE,2004-06-04,6/4/2004,CDF,300,VEHICLE
SBC-4032,SANTA BARBARA,GAVIOTA,2004-06-05,6/11/2004,CC,7440,UI
TUU-006407,TULARE,CASTLE,2004-06-08,6/8/2004,CDF,571,UNDETERMINED
SNF-1029,MADERA,SOURCE,2004-06-16,6/16/2004,USFS,385,UI
TUU-6885,KERN,KERN #11 (WEST FIRE),2004-06-18,6/18/2004,CC,550,HUMAN
AEU-010202,AMADOR,MOKE ASSIST,2004-06-20,6/20/2004,USFS,400,UNDETERMINED
LMU-1852,LASSEN,SKEDADDLE,2004-06-22,6/24/2004,USFS,368,LIGHTNING
SQF-1461,TULARE,CRAG,2004-06-24,6/24/2004,USFS,871,LIGHTNING
FKU-007654,FRESNO,FKU-7654,2004-06-26,6/26/2004,LOC,5000,CONTROL BURN
BDU-6547,LOS ANGELES,ASSIST ANF (INTERSTATE06/26/04,2004-06-26,6/26/2004,USFS,300,HUMAN
MMU-018987MARIPOSA,,MEADOW,2004-06-27,7/1/2004,USFS,5060,LIGHTNING
LNP-2017,SHASTA,BLUFF WFU,2004-06-28,6/28/2004,NPS,3304,LIGHTNING
BEU-002411,MONTEREY,CABEU002411 (CHULAR),2004-06-30,7/1/2004,CDF,300,POWERLINE
MVU-5269,SAN DIEGO,WARNER,2004-07-01,7/1/2004,CDF,600,UNDETERMINED
TGU-003837,TUOLUMNE,"BLACK, H",2004-07-01,7/1/2004,CDF,375,LIGHTNING
SCU-3829,SANTA CRUZ,CORRAL HOLLOW,2004-07-10,7/11/2004,CDF,700,ELEC. POW.
RRU-055439,RIVERSIDE,VERBENIA,2004-07-11,7/16/2004,CDF,3833,UNDETERMINED
FKU-08513,FRESNO,GATOS,2004-07-11,7/13/2004,CDF,1307,POWERLINE
BDU-7509,LOS ANGELES,PINE,2004-07-12,7/21/2004,CC,17418,HUMAN
MVU-5659,SAN DIEGO,MATAGUARY,2004-07-13,7/15/2004,CDF,8649,P/W/F
RRU-056039,RIVERSIDE,LAKEVIEW,2004-07-13,7/13/2004,CDF,350,UNDETERMINED
NEU-011956,PLACER,SUNSET,2004-07-13,7/13/2004,LOC,320,UNDETERMINED
TUU-008451,KERN,ROCKYKRN#1,2004-07-14,7/14/2004,CC,510,UI
SCU-003929,SANTA CLARA,SILVER,2004-07-15,7/16/2004,LOC,435,UI
BDU-7498,LOS ANGELES,ASSIST (FOOTHILL),2004-07-17,7/21/2004,CC/USFS,6002,UI
RRU-57236,RIVERSIDE,STATE (MELTON),2004-07-17,7/20/2004,CDF,3667,MISC.
FKU-008892,FRESNO,MENDOTA,2004-07-18,7/18/2004,LOC,500,SMOKING
TUU-5791,STANISLAUS,PELICAN,2004-07-19,7/24/2004,LOC,1500,HUMAN
SBC-5251,SANTA BARBARA,JALAMA,2004-07-20,7/22/2004,LOC,307,UI
LMU-2537,LASSEN,STRAYLOR,2004-07-22,7/29/2004,CDF,3422,VEHICLE
RRU-58691,RIVERSIDE,STATE,2004-07-22,7/22/2004,CDF,750,UNDETERMINED
TUU-008884,KERN,USFS #6 (CAMP),2004-07-22,7/23/2004,USFS,700,HUMAN
ANF-002517,LOS ANGELES,ASSIST (CROWN COMPLE 07/20/04,2004-07-23,7/23/2004,USFS,18026,HUMAN
SKU-003140,SISKIYOU,IRONGATE,2004-07-24,7/26/2004,CDF,2400,LIGHTNING
SKU-003136,SISKIYOU,LIGHT#37,2004-07-24,7/24/2004,CDF,400,LIGHTNING
TCU-006431,CALAVERAS,ARMSTRONG #2,2004-07-27,8/14/2004,CDF,879,ARSON
SRF-3784,TRINITY/HUMBOLDTSIMS,SIMS,2004-07-28,8/3/2004,USFS,4030,UI
TCU-006440,CALAVERAS,HWY 4 #2,2004-08-06,8/9/2004,CDF,3443,UNDETERMINED
BDU-9291,LOS ANGELES,EAST ANF 2861,2004-08-07,8/9/2004,USFS,1330,N/A
SCU-4410,SANTA CLARA,KINCAID,2004-08-08,8/10/2004,CDF,1246,UNDETERMINED
NEU-13741,PLACER,STEVENS,2004-08-08,8/12/2004,CDF,934,ELEC. POW.
MEU-006378,MENDOCINO,CREEK,2004-08-08,8/11/2004,CDF,328,UNDETERMINED
TCU-006563,CALAVERAS,HUNT,2004-08-10,8/12/2004,CDF,600,EQUIP. USE
SHU-006278,SHASTA,BEAR,2004-08-11,8/16/2004,CDF,10848,EQUIP. USE
BTU-009671,BUTTE,OREGON,2004-08-11,8/15/2004,CDF,2030,ELEC. POW.
TCU-006534,TUOLUMNE,EARLY,2004-08-11,8/9/2004,USFS,1670,UI
TUU-009943,TULARE,DEEP,2004-08-12,8/16/2004,USFS,3148,HUMAN
LMU-2930,LASSEN,NOD BBT4 (SNAKE),2004-08-13,8/16/2004,BLM,500,LIGHTNING
NOD-2946,LASSEN,STONEY,2004-08-13,8/16/2004,BLM,500,LIGHTNING
LMU-002930,LASSEN,LGT#60 (BELFAST),2004-08-13,8/16/2004,CDF/BLM,500,LIGHTNING
SHU-006398,SHASTA,FRENCH,2004-08-14,8/20/2004,CDF,13005,UNDETERMINED
LNU-6125,SOLANO,MIX (VACA),2004-08-18,8/20/2004,CDF,377,ARSON
LNU-006346,LAKE/SONOMA,LONG,2004-08-26,8/26/2004,CDF,400,UNDETERMINED
MMU-016500,MARIPOSA,BEAR,2004-09-02,9/4/2004,CDF,400,UNDETERMINED
LNU-006644,LAKE,GEYSERS,2004-09-03,9/8/2004,CDF,12525,ELEC. POW.
TCU-007413,CALAVERAS,PATTISON,2004-09-03,9/5/2004,CDF,2476,VEHICLE
LNU-006675,NAPA,CEMENT,2004-09-04,9/4/2004,CDF,1100,UNDETERMINED
AEU-015503,SACRAMENTO,SCOTT,2004-09-04,9/4/2004,CDF,700,UNDETERMINED
BDU-9520,SAN,ASSIST - RUNAWAY,2004-09-07,9/9/2004,USFS,1007,UI
LNU-6821,MARIN,DOLCINI,2004-09-07,9/9/2004,CC,360,UI
TUU-11429,KERN,CHINA,2004-09-11,9/12/2004,USFS,314,UI
MMU-017290,MARIPOSA,OLD HIGHWAY,2004-09-12,9/15/2004,CDF,1347,DEBRIS
TCU-007765,TUOLUMNE,STF #2191,2004-09-12,9/12/2004,USFS,800,UI
MVU-007603,SAN,BORDER #16,2004-09-13,9/13/2004,CDF,965,UNDETERMINED
AEU-017646,AMADOR,POWER,2004-10-06,10/21/2004,USFS,16800,UI
LNU-007867,YOLO,RUMSEY,2004-10-10,10/16/2004,CDF,39138,UNDETERMINED
AEU-018044EL,DORADO,FREDS,2004-10-13,10/17/2004,USFS,7700,UI
MMU-17739,MADERA,URUTTA,2005-05-01,9/15/2005,CDF,435,UNDET.
FKU-5279,FRESNO,CLAYTON,2005-05-15,5/16/2005,LOCAL,300,ARSON
FKU-5326,FRESNO,MENDOTA,2005-05-17,5/17/2005,LOCAL,800,RAILROAD
FKU-5337,FRESNO,BLM #1(APRICOT),2005-05-17,5/17/2005,CDF/BLM,667,CAMPFIRE
RRU-41175,RIVERSIDE,JOHNSON RANCH VMP,2005-05-19,6/1/2005,CDF,417,PRESCRIBED
TUU-5938,TULARE,LEHIGH KERN #7,2005-06-02,6/2/2005,CDF/CC,800,HUMAN
RRU-46137,RIVERSIDE,STATE 783 (ELM),2005-06-02,6/4/2005,CDF,300,UNDET.
MMU-9861,MERCED,DOS AMIGOS,2005-06-03,6/3/2005,CDF,1232,VEHICLE
FKU-06116,FRESNO,FIVE,2005-06-04,6/5/2005,CDF,5514,VEHICLE
SCU-2125,STANISLAUS,SPERRY,2005-06-04,6/4/2005,CDF,1330,VEHICLE
SCU-2142,CONTRA COSTA,VASCO,2005-06-05,6/5/2005,CDF,320,VEHICLE
BDU-5678,SAN BERNARDINO,CITY (DULCE),2005-06-06,6/7/2005,LOCAL,625,HUMAN
BDU-6148,SAN BERNARDINO,PIONEER,2005-06-18,6/19/2005,CDF,1876,UNDET.
BDU-6587,SAN BERNARDINO,HACKBERRY ASSIST,2005-06-22,6/27/2005,NPS,71000,LIGHTNING
BDU-6312,SAN BERNARDINO,PARADISE,2005-06-22,6/25/2005,CDF,3082,UNDET.
RRU-52091,RIVERSIDE,SOBOBA,2005-06-22,6/24/2005,CDF,2000,EQUIP. USE
SCU-2567,CONTRA COSTA,BRAGDON,2005-07-01,7/2/2005,CDF,490,VEHICLE
MMU-11965,MADERA,BAILEY,2005-07-02,7/2/2005,CDF,1056,UNDET.
BDU-9126,LOS ANGELES,"ASSIST ""TOVEY""",2005-07-05,7/6/2005,CDF/CC,1200,UI
RRU-56179,RIVERSIDE,ASSIST ORC(YORBA LINDA),2005-07-05,7/5/2005,CDF/CC,1078,HUMAN
TUU-7505,TULARE,MILLWOOD,2005-07-07,7/7/2005,CDF,2600,ARSON
TUU-7893,TULARE,SQF NINE(NINE),2005-07-09,7/9/2005,USFS,1150,UI
TUU-7902,TULARE,HIGH,2005-07-09,7/9/2005,CDF/CC,971,UI
BDU-731,SAN BERNARDINO,SIERRA,2005-07-14,7/15/2005,CDF/CC,525,UI
SCU-2920,ALAMEDA,TESLA,2005-07-19,7/20/2005,CDF,6744,ARSON
TUU-8421,KERN,KRN-25 (CHINA LAKE),2005-07-19,7/19/2005,BLM,1282,HUMAN
SCU-2922,CONTRA COSTA,BRUNS,2005-07-20,7/20/2005,CDF,350,UNDET.
BDU-7673,SAN BERNARDINO,ASSIST-KINGSTON,2005-07-22,7/23/2005,BLM,3500,LIGHTNING
BDU-7661,INYO,ASSIST(PINYON COMPLEX),2005-07-22,7/22/2005,USFS,743,LIGHTNING
MMU-13780,MADERA,QUARTZ,2005-07-25,7/27/2005,CDF,550,EQUIP. USE
TGU-4548,TEHAMA,RANCH,2005-07-25,7/25/2005,CDF,430,VEHICLE
SCU-3058,ALAMEDA,KOOPMAN,2005-07-26,7/26/2005,CDF,430,ARSON
TUU-8868,TULARE,RED,2005-07-27,7/28/2005,CDF,870,EQUIP. USE
MMU-14173,MERCED,LAGUNA,2005-07-30,7/30/2005,CDF,447,VEHICLE
MMU-14337,MERCED,COWPIE(I5),2005-08-01,8/1/2005,CDF,3200,MISC
TCU-6468,CALAVERAS,WENTZEL,2005-08-01,8/1/2005,CDF,356,EQUIP. USE
BDU-8164,SAN BERNARDINO,ASSIST BDF (HALLORAN,2005-08-03,8/3/2005,NPS,1500,UI
LNU-5240,LAKE,"MNF ASSIST - DEER
FIER(DEER)",2005-08-09,8/9/2005,USFS,1700,HUMAN
TGU-4980,TEHAMA,36-2(36),2005-08-10,8/11/2005,CDF,2700,EQUIP. USE
MVU-6764,SAN DIEGO,"ASSIST#54
MSN#50885(SHOTHOLE)",2005-08-17,8/17/2005,DOD,350,N/A
MMU-15859,MADERA,ROAD 33(33),2005-08-21,8/21/2005,LOCAL,400,UNDET.
LMU-3444,MODOC,BLM-B4TX(BARREL),2005-08-22,8/22/2005,BLM,24800,LIGHTNING
NEU-14631,SIERRA,TNF-1215(HARDING),2005-08-24,8/24/2005,USFS,2270,HUMAN
TGU-5357,TEHAMA,FOLEY(ARTOIS),2005-08-25,8/25/2005,CDF,314,EQUIP. USE
RRU-71914,RIVERSIDE,ASSIST (BLAISDELL),2005-08-26,8/30/2005,BLM,5493,HUMAN
TGU-5384,TEHAMA,MANTON,2005-08-26,8/29/2005,CDF,1830,VEHICLE
MMU-18533,MADERA,MORGAN,2005-08-26,8/26/2005,LOCAL,500,LIGHTNING
MMU-16440,MARIPOSA,ENGINEERS,2005-08-29,8/29/2005,CDF,550,EQUIP. USE
FKU-10238,FRESNO,10238,2005-08-30,8/30/2005,LOCAL,1000,EQUIP. USE
BDU-9477,LA/KERN,"ASSIST ""GORMAN""",2005-09-03,9/5/2005,CDF/CC,2386,UI
BEU-3316,MONTEREY,CABEU003316(JOHNSO,2005-09-04,9/5/2005,CDF,1393,VEHICLE
MVU-7518,SAN DIEGO,VOLCAN,2005-09-06,9/11/2005,CDF,685,VEHICLE
BDU-12212,SAN BERNARDINO,KINGSTON 3,2005-09-12,9/14/2005,BLM,650,UI
LNU-6400,LAKE,CLOVER,2005-09-16,9/17/2005,CDF,751,UNDET.
SKU-4410,SISKIYOU,LICHENS,2005-09-17,9/17/2005,CDF,746.5,"DEBRIS
BURNING"
TUU-11469,TULARE,PINE,2005-09-19,9/19/2005,CDF/CC,1600,UNDET.
MMU-18117,MERCED,LOS BANOS,2005-09-20,9/20/2005,CDF,900,LIGHTNING
MMU-18135,MARIPOSA,LA PALOMA,2005-09-20,9/20/2005,CDF,700,LIGHTNING
TUU-11723,KERN,KERN #44 (CRANE),2005-09-25,9/25/2005,CDF/CC,412,UI
BDU-10474,SAN BERNARDINO,ASSIST (TOPANGA),2005-09-28,10/7/2005,CDF/CC,24175,UI
RRU-81558,RIVERSIDE,STATE FIRE (SAN TIMOTEO),2005-09-28,9/28/2005,CDF,1100,MISC
BDU-10505,SAN BERNARDINO,ASSIST (THURMAN),2005-09-29,9/29/2005,USFS,935,UI
NEU-17311,PLACER,BREWER,2005-10-04,10/4/2005,LOCAL,400,UNDET.
RRU-83672,RIVERSIDE,WOODHOUSE,2005-10-05,10/7/2005,CDF,6500,RAILROAD
MMU-19165,MADERA,RIVER,2005-10-05,10/5/2005,LOCAL,6000,EQUIP. USE
MVU-8488,SAN DIEGO,BORDER #50,2005-10-05,10/8/2005,CDF,4103,UNDET.
LNU-7187,YOLO,RUMSEY SERIES #3,2005-10-11,10/12/2005,CDF,301,UNDET.
RRU-87002,RIVERSIDE,LOCAL LIGHTNING #1,2005-10-17,10/17/2005,LOCAL,500,LIGHTNING
TUU-13139,TULARE,ALPAUGH,2005-10-28,10/28/2005,LOCAL,330,UNDET.
SHF-2589,SHASTA,BAGLEY,2005-11-08,11/8/2005,USFS,468,UNDET.
SLU-040555,VENTURA,ASSIST #57 SCHOOL FI,2005-11-18,11/19/2005,CDF/CC,3891,UNDET.
BDU-861,SAN BERNARDINO,PLUNGE,2006-01-22,2/2/2006,USFS,485,UI
RRU-10978,RIVERSIDE/ORANGE,ASSIST CNF (SIERRA),2006-02-06,2/6/2006,USFS,10584,HUMAN
SKU-906,SISKIYOU,COMMAND),2006-02-25,2/27/2006,CDF,3019,MISC
FKU-3779,FRESNO,ALMAZAN (TORCH),2006-05-13,5/14/2006,CDF,1964,EQUIP. USE
BTU-8035,PLUMAS,ASSIST (GREASE),2006-05-16,5/16/2006,USFS,366,UI
SCU-3133,STANISLAUS,STUHR,2006-05-26,5/26/2006,CDF,1418,VEHICLE
MMU-5956,MERCED,BILLY,2006-05-26,5/26/2006,CDF,753,EQUIP. USE
TUU-5529,TULARE,ALPAUGH,2006-05-27,5/27/2006,LOCAL,1700,EQUIP. USE
RRU-44512,RIVERSIDE,HIGHWAY,2006-05-27,5/28/2006,CDF,400,HUMAN
RRU-45343,RIVERSIDE,SKINNER,2006-05-30,5/30/2006,CDF,317,HUMAN
RRU-46680,RIVERSIDE,CORT (COURT),2006-06-03,6/4/2006,CDF,362,EQUIP. USE
FKU-4598,FRESNO,RIFLE RANGE (AUBERR,2006-06-04,6/4/2006,CDF,371,AMMUNITION
BDU-5805,INYO,ABERDEEN,2006-06-07,6/7/2006,CDF,357,LIGHTNING
FKU-4708,FRESNO,FKU-4708,2006-06-07,6/7/2006,LOCAL,300,VEHICLE
BDU-5867,SAN BERNARDINO,ARRASTRE,2006-06-09,6/10/2006,USFS,361,LIGHTNING
SCU-3533,SAN JOAQUIN,PETZ,2006-06-10,6/10/2006,CDF,335,VEHICLE
TUU-6585,TULARE,STOKES,2006-06-17,6/17/2006,CDF,320,ARSON
SLU-4715  185,SANTA BARBARA,PERKINS,2006-06-19,6/26/2006,USFS,14988,HUMAN
CDF-262,"ENSENADA, B.C.",BAJA CALIFORNIA-MEXI,2006-06-20,6/25/2006,MEXICO,4000,UI
TUU-6967,TULARE,W,2006-06-24,6/24/2006,CDF,800,ARSON
LMU-2330,LASSEN,OBSERVATION COMPLE,2006-06-25,6/30/2006,BLM,4300,LIGHTNING
BDU-6570,INYO,GOODALE,2006-06-26,6/29/2006,CDF,3750,LIGHTNING
LMU-2372,LASSEN,CHENEY,2006-06-26,6/27/2006,CDF,600,LIGHTNING
LMU-2420,LASSEN,LGT #22 (3-9),2006-06-26,6/27/2006,CDF,504,LIGHTNING
LMU-2394,MODOC,LGT. #17,2006-06-26,6/27/2006,CDF,500,LIGHTNING
LMU-2803,MODOC,MDF-276 MILLER COMPL,2006-06-26,7/3/2006,USFS,300,LIGHTNING
TGU-4055,TEHAMA,BOLLY),2006-06-27,6/27/2006,USFS,1247,LIGHTNING
LMU-2478,MODOC,23-Mar,2006-06-27,6/27/2006,CDF,450,LIGHTNING
SCU-4033,STANISLAUS,DEL PUERTO,2006-06-30,7/3/2006,CDF,2590,DEBRIS
SCU-4078,SAN JOAQUIN,CORRAL,2006-07-02,7/2/2006,CDF,460,ARSON
TCU-5732,TUOLUMNE,PEDRO,2006-07-03,7/5/2006,CDF,2000,MISC.
BDU-10778,SAN BERNARDINO C,KINGSTON,2006-07-06,7/12/2006,CDF,488,LIGHTNING
BDU-7074,SAN BERNARDINO,PICO,2006-07-06,7/7/2006,LOCAL,420,UI
RRU-57746,RIVERSIDE,PUSHWALLA COMPLEX,2006-07-07,7/10/2006,USFS,2000,LIGHTNING
BDU-7229,SAN BERNARDINO,SAWTOOTH COMPLEX,2006-07-09,7/20/2006,CDF,62000,LIGHTNING
SCU-4303,STANISLAUS,CANYON,2006-07-09,7/17/2006,CDF,34000,EQUIP. USE
RRU-59480,RIVERSIDE,MILLARD FIRE ASSIST,2006-07-09,7/9/2006,USFS,24210,LIGHTNING
LMU-2802,MODOC,MDF-242 (HAPPY COMP,2006-07-09,7/9/2006,USFS,1780,LIGHTNING
TUU-7901,KERN,ARCO,2006-07-09,7/12/2006,CDF,698,UI
SCU-4345,ALAMEDA,MIDWAY,2006-07-11,7/11/2006,CDF,6400,UNDET.
BBD-2110,SAN LUIS OBISPO,BECK,2006-07-11,7/12/2006,BLM,1500,UI
BDU-7456,SAN BERNARDINO,EDGEMONT,2006-07-14,7/15/2006,CDF,575,ELEC. POW.
MMU-8565,MADERA,SQUIRREL,2006-07-14,7/14/2006,LOCAL,500,VEHICLE
LNU-5007,LAKE,29,2006-07-17,7/21/2006,CDF,550,VEHICLE
BTU-8059,BUTTE,SKYWAY 2,2006-07-17,7/17/2006,CDF,451,VEHICLE
MEU-5124,MENDOCINO,GEYSERS,2006-07-17,7/17/2006,CDF,321,UNDET.
LMU-2968,LASSEN,CREEK,2006-07-18,7/21/2006,CDF,1234,UNDET.
TUU-8471,TULARE,COYTOE,2006-07-20,7/21/2006,CDF,1325,LIGHTNING
MVU-6638,SAN DIEGO,BORDER FIRE # 16,2006-07-20,7/20/2006,CDF,315,UNDET.
